timestamp,eventType,placeId,personId
1464191308,VIEW,706,2392
1464449326,VIEW,3584,272
1464447483,VIEW,3693,1778
1459429214,VIEW,868,694
1459429496,VIEW,274,1414
1459428617,VIEW,1551,1444
1459430995,VIEW,577,246
1459428842,VIEW,1223,760
1459428815,LIKE,3226,98
1459429626,VIEW,4257,495
1459430869,LIKE,1079,374
1459430695,VIEW,1409,1215
1459429221,VIEW,4063,1601
1459428778,VIEW,3483,1900
1459429556,VIEW,1794,1038
1459429418,VIEW,2677,1665
1459428883,VIEW,2742,1521
1463360177,LIKE,3285,175
1463360842,VIEW,3888,597
1463361084,VIEW,1999,986
1463360065,LIKE,1704,1976
1463359111,VIEW,1365,1000
1463357355,VIEW,3373,1096
1463360878,VIEW,1723,2181
1463360069,VIEW,1862,2260
1463360317,VIEW,3206,2063
1463358138,COMMENT CREATED,3030,316
1463357763,VIEW,3630,1521
1463360064,FOLLOW,1350,22
1463360062,VIEW,4253,1511
1463357802,FOLLOW,484,238
1463360211,VIEW,4093,2423
1463360131,LIKE,589,1062
1461436382,VIEW,992,1583
1461436444,LIKE,2246,2331
1461435991,VIEW,2979,250
1462445952,VIEW,4148,186
1462446437,VIEW,1830,26
1462446124,LIKE,1961,1655
1462445974,VIEW,1891,1095
1462445390,VIEW,3661,14
1462445515,VIEW,3862,838
1462445252,VIEW,870,522
1462445743,VIEW,1496,1928
1462446804,VIEW,1890,153
1462446726,COMMENT CREATED,2121,283
1462445672,VIEW,1431,1468
1462446879,LIKE,2312,2476
1462445527,FOLLOW,184,1947
1462446763,VIEW,1191,1944
1462445268,VIEW,1673,1731
1462445529,FOLLOW,1904,275
1462445355,LIKE,633,300
1462446284,VIEW,1466,1332
1462446690,VIEW,4444,2207
1462446212,VIEW,4444,130
1462446799,VIEW,2671,834
1462446770,VIEW,4330,1885
1462446820,LIKE,1374,1394
1462445711,VIEW,186,156
1462446736,VIEW,1465,1981
1462446280,VIEW,3687,1338
1462445268,VIEW,862,1336
1462445788,VIEW,3221,596
1462446818,VIEW,3920,2355
1465038170,VIEW,1622,2129
1465038169,VIEW,1857,354
1461175640,VIEW,628,484
1461178224,VIEW,1731,273
1461176525,VIEW,1071,2359
1461175325,VIEW,4236,1095
1461175499,VIEW,1312,1662
1461177297,VIEW,4183,1699
1461176696,BOOKMARK,2130,337
1461176353,BOOKMARK,2982,1575
1461175577,VIEW,781,4
1461176132,VIEW,2459,417
1461175330,VIEW,2036,1650
1461176354,LIKE,2575,69
1461177502,VIEW,2998,1349
1461176339,VIEW,1232,969
1461176538,VIEW,3884,415
1461176681,VIEW,2930,1421
1461177197,VIEW,3845,806
1461176119,VIEW,416,1857
1461175854,VIEW,3639,1417
1461175815,VIEW,576,1815
1461176519,VIEW,2799,1836
1461175667,VIEW,1103,1704
1461176778,VIEW,3772,1089
1466009735,VIEW,523,643
1466012009,VIEW,2443,1838
1466013465,VIEW,2863,2358
1466009952,VIEW,2913,469
1466012032,VIEW,2392,2219
1466009366,VIEW,1736,1604
1466009374,VIEW,63,1387
1466009736,VIEW,3830,89
1466012807,VIEW,4148,18
1466013129,VIEW,3709,139
1466013508,VIEW,2433,630
1466013303,VIEW,2696,1093
1466013601,LIKE,3457,1956
1466011869,VIEW,795,2374
1466011973,VIEW,918,1307
1466012305,VIEW,1649,1540
1466011869,VIEW,978,1839
1466012305,VIEW,3056,1119
1466012283,VIEW,3639,1750
1466012547,VIEW,375,603
1466013337,VIEW,1384,1618
1466009953,VIEW,4154,1857
1466012846,VIEW,1516,550
1466009933,VIEW,3781,595
1466009475,VIEW,4251,875
1466013304,VIEW,181,2091
1466013340,VIEW,1572,1827
1466011016,VIEW,1474,2111
1466012548,VIEW,4019,1128
1466013508,VIEW,1960,1882
1466013335,VIEW,1394,862
1466010882,VIEW,3995,1886
1466009366,VIEW,3125,1844
1466009381,VIEW,1633,1672
1466013487,LIKE,3303,1329
1466010140,LIKE,3794,189
1466011368,VIEW,3248,1787
1466012978,VIEW,2776,1052
1466011468,VIEW,1243,1508
1466012424,VIEW,4144,439
1466010038,VIEW,4379,175
1466011469,VIEW,244,1113
1466012976,VIEW,1883,322
1466012070,VIEW,2340,1517
1466009959,VIEW,477,81
1466010037,VIEW,4245,2125
1466010660,VIEW,2070,2102
1466011973,VIEW,1657,1282
1466009833,VIEW,1554,1137
1466012913,VIEW,4400,84
1466010138,VIEW,550,455
1466010002,VIEW,2031,671
1466009778,VIEW,3174,2477
1466010713,VIEW,1624,1366
1466012032,VIEW,1367,2202
1466010972,VIEW,4158,1787
1466009375,VIEW,538,1740
1466011440,VIEW,3657,2077
1466013409,VIEW,3822,1832
1466013408,VIEW,826,815
1466009548,VIEW,2266,1889
1466012009,VIEW,2594,2452
1466012033,VIEW,2572,1328
1466009932,VIEW,2706,2159
1466013129,VIEW,3743,808
1466013382,LIKE,3014,860
1466011369,VIEW,1069,1328
1466012687,VIEW,1557,128
1466009833,VIEW,2809,367
1466013645,FOLLOW,11,2385
1466009778,VIEW,3261,1930
1466010142,VIEW,3520,2086
1466010713,VIEW,905,1916
1466010142,VIEW,2646,148
1466011359,VIEW,4185,2063
1466010003,VIEW,382,410
1466012423,VIEW,2529,2204
1466011857,VIEW,1069,1983
1466010115,LIKE,711,448
1466009475,VIEW,2372,2194
1466010137,VIEW,2319,940
1466012070,VIEW,2055,5
1466013337,VIEW,4066,1246
1466010972,VIEW,1721,1521
1466012941,VIEW,2130,776
1466011442,VIEW,3581,364
1466010014,VIEW,2687,834
1466013674,LIKE,1021,1740
1466011359,VIEW,2444,865
1466011985,VIEW,3213,49
1466012033,VIEW,897,1419
1466013535,VIEW,647,1684
1466009380,VIEW,1584,2317
1466011857,VIEW,1738,1879
1466011016,VIEW,4061,2303
1466012847,VIEW,1048,1399
1466012282,VIEW,41,621
1466013536,VIEW,871,947
1466013541,VIEW,3102,380
1466010659,VIEW,3278,2042
1466013466,VIEW,383,777
1466011102,VIEW,2438,516
1466009488,BOOKMARK,1695,195
1466013641,COMMENT CREATED,1938,223
1466013540,VIEW,2088,1950
1466013339,VIEW,4121,1353
1466011985,VIEW,3094,1828
1466013334,VIEW,402,2257
1463019881,VIEW,3270,1629
1464810209,VIEW,2773,650
1464811274,VIEW,3069,1066
1464809883,VIEW,241,2284
1464811066,VIEW,1901,2289
1464810824,VIEW,3573,935
1464810920,VIEW,784,181
1464809922,VIEW,785,1307
1464811066,VIEW,2698,2159
1464810983,VIEW,1333,357
1464810859,VIEW,567,1885
1464809873,VIEW,1931,437
1464812174,VIEW,3257,1986
1464810211,VIEW,2540,936
1464810455,VIEW,3412,1720
1464810093,LIKE,3360,1480
1464811180,BOOKMARK,3801,471
1464811549,VIEW,2331,1342
1464811952,BOOKMARK,1545,2023
1464811877,VIEW,2919,533
1464810964,VIEW,52,483
1464810914,LIKE,2490,81
1464811942,VIEW,2220,1409
1464810796,VIEW,3032,998
1464810446,VIEW,1363,1743
1464811130,VIEW,4150,1485
1464810796,VIEW,3054,131
1464809873,VIEW,2151,2481
1464810431,VIEW,3809,1127
1464810904,VIEW,878,184
1464810859,VIEW,3846,2259
1464811054,VIEW,853,2270
1464810158,VIEW,1783,2190
1464810537,VIEW,502,2271
1464811877,VIEW,258,1674
1464811934,VIEW,3022,1165
1464811188,LIKE,3643,124
1464811092,LIKE,4373,889
1464810458,VIEW,658,1626
1464810399,VIEW,3222,429
1464810915,BOOKMARK,3073,1204
1464809923,VIEW,733,1711
1464810940,LIKE,1233,1284
1464811204,VIEW,1440,1886
1464811054,VIEW,1533,733
1464810095,BOOKMARK,2761,1170
1464811130,VIEW,3614,2050
1464811934,VIEW,4217,607
1464811549,VIEW,2468,1101
1464811941,VIEW,3583,1933
1464810920,VIEW,901,722
1464810160,VIEW,3427,1372
1464811204,VIEW,1645,2126
1464811274,VIEW,1475,1681
1464811090,BOOKMARK,1396,378
1464811989,LIKE,2187,4
1464812170,VIEW,2675,2480
1464811081,VIEW,2084,1253
1464811446,VIEW,1511,131
1464810402,VIEW,409,2212
1462381816,VIEW,538,2
1462382915,VIEW,620,1798
1462381900,VIEW,4372,2351
1462383223,BOOKMARK,4007,1142
1462382263,LIKE,2131,950
1462382493,VIEW,568,433
1462380728,VIEW,2136,2019
1462382468,LIKE,1903,1520
1462382009,VIEW,919,279
1462381710,LIKE,148,376
1462381845,VIEW,2732,1390
1462382329,VIEW,3320,1115
1462380563,BOOKMARK,1495,2392
1462382467,VIEW,579,445
1462383170,VIEW,3451,2072
1462382149,VIEW,3545,966
1462381851,LIKE,2847,1178
1462382389,VIEW,857,161
1462381297,VIEW,730,458
1462382214,VIEW,948,1549
1462382065,VIEW,695,358
1462382668,VIEW,1649,1309
1462382292,LIKE,2821,393
1462383453,LIKE,3499,2228
1462382079,VIEW,3379,2221
1462382415,VIEW,394,1168
1462382507,VIEW,4119,1239
1462381884,VIEW,2431,601
1462381785,VIEW,4377,1784
1462381714,FOLLOW,3305,49
1462382363,VIEW,1944,1177
1462382400,VIEW,320,188
1462382939,LIKE,2444,2202
1462382609,VIEW,2739,2311
1462382641,LIKE,2381,674
1462382019,VIEW,3774,1793
1462380528,VIEW,1311,589
1462382475,VIEW,3584,780
1462383445,VIEW,3059,1078
1462383339,VIEW,2047,705
1462383575,VIEW,4247,1618
1462380492,LIKE,79,58
1462381805,VIEW,285,1659
1462382370,VIEW,3518,2247
1462382240,VIEW,2597,2383
1462381989,VIEW,2809,546
1462382122,VIEW,1233,639
1462381853,VIEW,1704,50
1462381940,VIEW,1188,2055
1462382279,VIEW,2891,1051
1462380562,LIKE,535,19
1462382105,VIEW,4183,395
1462382747,VIEW,2546,1263
1462383200,VIEW,433,2268
1462383218,BOOKMARK,3742,1346
1462382701,VIEW,203,754
1462383447,VIEW,1977,1390
1462381708,VIEW,1799,728
1460417601,LIKE,719,899
1460416936,VIEW,2763,2431
1460415523,VIEW,2756,810
1460416475,VIEW,3047,1659
1460416781,VIEW,519,149
1460415526,LIKE,2608,1252
1460416797,VIEW,1584,2262
1460416483,VIEW,911,212
1460416440,VIEW,398,110
1460416780,BOOKMARK,2313,758
1460416947,VIEW,1357,1520
1460416731,VIEW,1232,665
1460417300,VIEW,3622,1532
1460418195,VIEW,2701,1697
1460417595,VIEW,3340,1611
1462371925,VIEW,173,1692
1462373493,LIKE,1853,741
1462372830,VIEW,2845,369
1462371756,VIEW,113,618
1462371055,VIEW,1010,1247
1462371099,VIEW,849,1776
1462371733,VIEW,3100,779
1462371735,LIKE,3220,1106
1462372840,VIEW,2954,1501
1462371671,VIEW,2163,169
1462371547,VIEW,1839,1088
1462373473,VIEW,3552,2247
1462372398,VIEW,1894,1618
1462373959,VIEW,1209,153
1462371759,VIEW,63,2452
1465622646,VIEW,1368,1445
1461688195,VIEW,2585,1631
1461689684,VIEW,2376,840
1461689796,VIEW,1021,1038
1461690573,VIEW,1363,2348
1461687809,VIEW,2347,86
1461690227,BOOKMARK,3470,1000
1461687941,VIEW,2886,1279
1461688626,VIEW,2626,1061
1461690088,VIEW,4327,2218
1461690128,VIEW,3533,2314
1461690325,VIEW,1139,1415
1461690220,VIEW,2373,375
1461689576,VIEW,778,494
1461689623,VIEW,2270,483
1461688061,VIEW,3274,628
1461689652,VIEW,2859,1306
1461689512,VIEW,3105,1121
1461690457,VIEW,3242,1570
1461690436,VIEW,3321,905
1461689904,VIEW,2245,1
1461689726,VIEW,1461,59
1461688934,BOOKMARK,308,1402
1461689933,VIEW,106,320
1461690104,VIEW,2305,797
1461687848,VIEW,233,2332
1461688243,VIEW,2189,269
1461688130,VIEW,3984,1253
1461690538,VIEW,1416,1470
1461687823,VIEW,2865,494
1461687715,VIEW,3425,1876
1461689945,VIEW,1918,1530
1461690466,VIEW,3724,422
1461689466,VIEW,462,1312
1461687925,VIEW,2276,2461
1461690403,VIEW,2253,1186
1461689568,VIEW,1604,139
1461689550,VIEW,882,978
1461688931,BOOKMARK,3998,854
1461687669,VIEW,1698,1614
1461688249,BOOKMARK,2017,1036
1461688213,BOOKMARK,3907,337
1461688086,VIEW,2078,841
1461688508,VIEW,2122,241
1461689803,VIEW,3468,1910
1461690287,VIEW,517,480
1461688264,BOOKMARK,3233,792
1461688219,VIEW,1884,475
1461690431,VIEW,4122,426
1461689793,VIEW,4237,1859
1461689700,VIEW,3804,1118
1461688407,VIEW,2806,1740
1461689869,VIEW,2258,1952
1463922365,VIEW,367,386
1463922228,VIEW,543,1473
1463922403,VIEW,2861,2491
1463921544,VIEW,1682,2262
1463921826,VIEW,262,777
1463922742,VIEW,160,1902
1465150538,BOOKMARK,2891,1137
1465149407,VIEW,1369,1241
1465147153,VIEW,4308,2143
1465147908,VIEW,381,1567
1465149401,VIEW,1439,88
1465148013,LIKE,3424,1893
1465149394,VIEW,3211,2320
1465147308,VIEW,385,406
1465147309,VIEW,2163,1623
1465147334,LIKE,2377,1867
1465147914,VIEW,3974,292
1465147156,VIEW,1093,1321
1465147908,VIEW,4157,1128
1465147501,VIEW,455,1795
1465147913,VIEW,1943,1662
1465147500,VIEW,1582,1352
1463073828,VIEW,2534,64
1463074100,VIEW,3732,960
1463073323,VIEW,4042,833
1463073334,VIEW,4065,1446
1463073691,VIEW,2344,312
1463073425,VIEW,2168,2225
1463074290,LIKE,925,720
1463073738,VIEW,1851,1385
1463073909,VIEW,895,1802
1463073636,VIEW,1952,212
1463073732,VIEW,1737,678
1463074000,VIEW,3286,1327
1463073457,BOOKMARK,527,667
1463073621,COMMENT CREATED,119,2449
1463073821,VIEW,3724,547
1463073776,VIEW,1527,2129
1463073908,VIEW,2482,1000
1463074131,VIEW,3832,1358
1463073623,LIKE,4002,856
1463074096,VIEW,388,1235
1463073930,VIEW,3760,1611
1463073909,LIKE,1930,1085
1463073755,VIEW,3619,183
1463073678,VIEW,2825,221
1463073369,VIEW,3757,1359
1463073804,VIEW,3629,2168
1463074022,VIEW,3851,54
1463074045,VIEW,3830,697
1463073412,VIEW,608,2480
1459274515,VIEW,1278,1223
1459274156,VIEW,1048,2439
1459274320,LIKE,4068,40
1459274316,VIEW,698,379
1459273627,VIEW,1621,1014
1459274266,VIEW,4282,1459
1459273615,LIKE,3044,2159
1459272658,VIEW,3830,2349
1459272398,LIKE,2617,73
1459272393,VIEW,3354,817
1459272468,LIKE,512,208
1459273603,VIEW,3928,1809
1459272458,VIEW,3324,140
1459274282,VIEW,3861,641
1459272284,VIEW,263,1277
1459272441,VIEW,1035,621
1459272461,VIEW,1388,810
1459273580,VIEW,741,2012
1465258451,VIEW,1490,1953
1465260058,VIEW,2223,493
1465261350,VIEW,4004,2366
1465258464,VIEW,834,427
1465258124,VIEW,579,1150
1465260064,VIEW,2822,85
1461824889,VIEW,1269,601
1461821922,VIEW,479,920
1465539000,COMMENT CREATED,2938,1204
1465539573,BOOKMARK,3247,1299
1465538892,LIKE,512,811
1465538891,BOOKMARK,3266,330
1465539000,FOLLOW,1136,1621
1461563389,VIEW,4402,234
1463740375,VIEW,560,1710
1463741231,VIEW,3968,1093
1463739224,VIEW,2950,2422
1463739250,VIEW,1951,1507
1463741238,VIEW,757,796
1463739674,VIEW,674,526
1463740656,VIEW,3293,2028
1463965005,VIEW,1556,1465
1464632644,COMMENT CREATED,208,457
1464630434,VIEW,2385,2267
1464632260,VIEW,628,2427
1464633188,VIEW,2315,2287
1464632932,VIEW,584,1218
1464631169,VIEW,2998,495
1464632315,VIEW,1137,1655
1464633175,VIEW,1664,285
1464631927,VIEW,1729,1843
1464630365,VIEW,1829,338
1464631952,VIEW,1848,2136
1464632170,VIEW,2239,586
1464633057,VIEW,341,109
1464633207,VIEW,3356,1001
1464633177,VIEW,2214,2460
1464632024,VIEW,3518,1022
1464631186,VIEW,2164,466
1464632995,VIEW,1742,129
1464632503,VIEW,2076,677
1464632990,VIEW,538,2320
1464632988,VIEW,971,1972
1464632307,VIEW,4169,897
1464632709,VIEW,909,718
1464633214,LIKE,1668,1028
1464630597,VIEW,2682,1935
1464632140,VIEW,973,398
1464632853,VIEW,1979,1256
1464630558,VIEW,2939,1270
1464633083,VIEW,2581,1820
1464630320,VIEW,4308,2061
1459775504,VIEW,2038,1430
1459775782,VIEW,3074,1041
1459775472,VIEW,3672,241
1459776782,BOOKMARK,3919,2330
1459775600,VIEW,662,1228
1459778052,VIEW,1988,843
1459776444,VIEW,1524,288
1459776138,VIEW,3138,1173
1459777184,VIEW,1340,1330
1459778425,VIEW,3979,434
1459776986,VIEW,2155,165
1459776502,BOOKMARK,878,791
1459775611,VIEW,3454,705
1459777636,VIEW,769,1784
1459778090,VIEW,353,1139
1459775731,VIEW,1369,608
1459777666,VIEW,1068,1919
1459777106,VIEW,3355,1994
1459777748,VIEW,105,2023
1459778434,BOOKMARK,2653,1005
1459777100,VIEW,994,1954
1459778155,VIEW,2622,1188
1459777476,VIEW,4397,799
1459775574,VIEW,1305,724
1459777504,VIEW,280,2215
1459775492,VIEW,4065,32
1459778116,VIEW,823,2149
1459776906,VIEW,2431,2148
1459776302,VIEW,3303,128
1459775349,VIEW,1720,1750
1459777010,VIEW,3364,1300
1459775684,VIEW,4115,2118
1459780299,VIEW,297,1992
1460897157,VIEW,2439,1708
1460897257,VIEW,1213,133
1460899658,VIEW,3875,56
1465942730,VIEW,346,1246
1465945349,VIEW,739,1731
1465944048,VIEW,153,1857
1465942575,VIEW,3537,1554
1465945156,VIEW,3359,1475
1465945349,VIEW,2056,1629
1465945162,VIEW,1096,2310
1465945206,VIEW,1584,862
1465945369,BOOKMARK,2227,1102
1465942576,VIEW,2923,438
1465942676,LIKE,1821,530
1465945205,VIEW,1719,916
1465945172,LIKE,2763,814
1465945158,VIEW,3517,1633
1465944262,VIEW,1064,1855
1465944268,VIEW,4382,1051
1463082613,LIKE,2243,2221
1463082277,VIEW,2760,721
1461029508,VIEW,1192,2250
1461028814,VIEW,3847,1795
1461029799,BOOKMARK,1971,1582
1461029766,VIEW,1998,632
1461030859,VIEW,4392,2267
1461029794,VIEW,2707,312
1461029795,LIKE,1723,850
1461029788,VIEW,3881,1335
1461029822,VIEW,957,336
1461029780,VIEW,4072,1290
1461030869,LIKE,1388,2322
1461029768,VIEW,947,1370
1461032940,VIEW,2330,1191
1461030840,VIEW,1949,1067
1461029909,LIKE,751,199
1461031880,VIEW,3233,1970
1461029432,VIEW,2497,231
1464635625,VIEW,1563,108
1464633457,LIKE,4020,1331
1464634369,VIEW,4014,1896
1464636007,VIEW,1142,542
1464636387,LIKE,2402,1769
1464633749,VIEW,388,625
1464636187,VIEW,2737,1052
1464635337,LIKE,3233,287
1464634841,VIEW,2936,843
1464634640,VIEW,2107,689
1464633461,FOLLOW,4049,1937
1464635275,VIEW,3350,1275
1464634613,VIEW,3893,159
1464635360,VIEW,4138,259
1464633269,COMMENT CREATED,1123,2307
1464635075,VIEW,2702,1686
1464635046,VIEW,621,347
1464635858,LIKE,3465,2387
1464635549,VIEW,1068,1809
1464635548,LIKE,2806,1698
1464635918,VIEW,732,1517
1464636102,VIEW,891,1578
1464635377,VIEW,1566,1361
1464633326,VIEW,1903,1204
1464634136,VIEW,562,1412
1464634197,VIEW,2248,2255
1463273038,VIEW,1449,1697
1463051027,VIEW,2905,754
1463050722,VIEW,631,1572
1463050719,VIEW,1373,2001
1463052155,COMMENT CREATED,2494,1349
1463051056,VIEW,3377,1081
1463050383,VIEW,364,402
1463052349,VIEW,398,2103
1463052175,VIEW,4253,512
1463052353,LIKE,2668,202
1463052165,VIEW,982,725
1463052147,VIEW,3606,2071
1463138745,COMMENT CREATED,925,2071
1463140313,VIEW,3470,1592
1463140147,VIEW,1011,1303
1463138301,VIEW,64,405
1463140385,VIEW,1488,216
1463138235,COMMENT CREATED,595,761
1463140127,VIEW,3041,2168
1463139404,VIEW,1543,2116
1463138398,VIEW,146,748
1463140107,VIEW,1764,291
1463138926,VIEW,1238,2044
1463140259,VIEW,2033,1924
1463139426,VIEW,3758,1241
1463138544,VIEW,2992,589
1463139859,VIEW,2044,394
1463140160,VIEW,198,952
1463141174,VIEW,2389,309
1463139497,VIEW,763,2068
1463139971,VIEW,4235,328
1463140335,VIEW,3585,303
1463139459,VIEW,232,1294
1463141213,VIEW,4006,1731
1463140598,VIEW,3908,859
1463140149,VIEW,3315,1318
1463140335,VIEW,1790,2486
1463138507,VIEW,2521,972
1463138286,VIEW,1089,1073
1463138856,VIEW,2827,943
1463140638,VIEW,2737,2363
1463138530,VIEW,796,2365
1463141147,VIEW,3738,769
1463140671,VIEW,1481,28
1463140066,VIEW,1622,797
1463139148,VIEW,1555,1248
1463140369,VIEW,3698,1050
1463138845,VIEW,1446,1934
